;Producto;Usuario;Detalle Producto;Precio;Ubicacion;Fecha;Visitas;Hash;url
655;Desviador Trasero Marca B-Twin;Marco S.;Desviador Trasero Marca B-Twin, nose nada de él , está un poco sucio , pero quité la mayoría , color negro , máterial plastico / aluminio;5 EUR;"
										
											
											 Almería";"
											12-nov-2022
										";0;#accesoriosbicicasa;https://es.wallapop.com/item/desviador-trasero-marca-b-twin-848414390
656;Disco Duro Externo 500Gb;Lukas T.;Disco Duro Portátil WD de 500Gb. en perfecto estado.;25 EUR;"
										
											
											 Monteprincipe";"
											12-nov-2022
										";0;#discoduro;https://es.wallapop.com/item/disco-duro-externo-500gb-848430768
657;Dibujos a mano por encargo ;cristian f.;"Dibujos realizados por una artesana local, remanentes de una feria, en A4, realizados con diversas técnicas
El precio único es de 10€ ";80 EUR;"
										
											Ragusa ibla
										
									";"
											12-nov-2022
										";0;#disegni;https://es.wallapop.com/item/disegni-a-mano-su-commissione-848435654
658;Doccionarios inglés y catalan.;JOSE LUIS P.;Diccionarios;20 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/doccionarios-ingles-y-catalan-848436392
659;Dog;Aero M.;Regalo fuera;0 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/dog-848435498
660;Perros y gatos;Joana S.;Comedero hecho a mano para perros o gatos pequeños;35 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/dogs-cats-848433165
661;Dos mancuernas;Mercedes T.;5kg cada una. Precio 15e ambas;15 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/dos-mancuernas-848393522
662;Dragon Ball Z The LEgendary of Goku II, Gamboy Adv;Mario;Juego Gameboy precintado.// Hago los envíos por Correo o Puntopack, no por Wallapop y pago por Paypal. Solo atiendo a quien esté de acuerdo. // Wallapop me ha bloqueado la cuenta con +100 ventas por no enviar cómo quiere y creé esta otra cuenta. Me voy de aquí y vendo todo por debajo de su precio, para dejar de usar esta aplicación. POR FAVOR, SOLO ATIENDO INTERESADOS.// #PSX megadrive ps1 ps2 ps3 ps4 ps5 switch Talos principle, AOT, A way out, final fantasy, Uncharted, Last of us, Fatal Frame, Resident Evil, masacre, Moss, Raiden V, Leynos, Broken Sword 5, Brothers, Aggelos, Nero, Torn, Trover, unravel, Remothered, Paper Dolls, Y;20 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/dragon-ball-z-the-legendary-of-goku-ii-gamboy-adv-848435968
663;Dragonball Xenoverse 2 ;Matteo C.;Juego de fantasía para PS4, juego de lucha ;5 EUR;"
										
											Montorso
										
									";"
											12-nov-2022
										";0;#dragonball;https://es.wallapop.com/item/dragonball-xenoverse-2-848437326
664;DUCATI MONSTER 696;Mundimoto V.;DUCATI MONSTER 696 - Año: 2009 - Kilómetros: 48000 - Garantía: 1 año - Precio: 3990 (no negociable) - Tipo: NAKED - Carnet: A2 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;3.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ducati-monster-696-848377846
665;DUCATI MONSTER 696;Mundimoto S.;DUCATI MONSTER 696 - Año: 2009 - Kilómetros: 48000 - Garantía: 1 año - Precio: 3990 (no negociable) - Tipo: NAKED - Carnet: A2 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;3.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ducati-monster-696-848377989
666;DUCATI MONSTER 696;Mundimoto V.;DUCATI MONSTER 696 - Año: 2009 - Kilómetros: 48000 - Garantía: 1 año - Precio: 3990 (no negociable) - Tipo: NAKED - Carnet: A2 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;3.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ducati-monster-696-848378144
667;DUCATI MONSTER 696;Mundimoto B.;DUCATI MONSTER 696 - Año: 2009 - Kilómetros: 48000 - Garantía: 1 año - Precio: 3990 (no negociable) - Tipo: NAKED - Carnet: A2 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;3.990 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ducati-monster-696-848378343
668;El Club de Ela;Noelia C.;Muy buen estado;3,5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/el-club-de-ela-848440094
669;El desarrollo psicológico del niño;Hector M.;Libro de psicología que trata del desarrollo psicológico a nivel prematuro Autor: M. Bergeron;5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/el-desarrollo-psicologico-del-nino-848438939
670;El Hobbit un viaje inesperado;Jaime G.;Blu ray + DVD de la película El Hobbit un viaje inesperado en perfecto estado;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/el-hobbit-un-viaje-inesperado-848438262
671;El misterio de los genes;Hector M.;Libro de carácter científico realizado por Dean Hamer y Peter Copeland en base a sus propios estudios;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/el-misterio-de-los-genes-848435292
672;El mundo azul. Ama tu caos;Hector M.;Best Seller del autor Albert Espinosa de ficción;8 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/el-mundo-azul-ama-tu-caos-848440145
673;Emisora precident George;Tino S.;Se vende precident George con su micro original y con su tornillería la base no la tiene su precio de venta no es negociable no se ase envío porque wallpaop no permite envío a península solo venta en mi localidad solo atiendo llamadas o Whatsapp TFN 661139905;100 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/emisora-precident-george-848437950
674;Encajable minnie mickey mouse;Cristina S.;Autobús con piezas encajables;7 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/encajable-minnie-mickey-mouse-848431964
675;Enchufe pared 20w usb-c carga rápida.;Macarena G.;Enchufe pared 20w usb-c carga rápida. Se aceptan envíos por wallapop preferiblemente. Adaptador para iPhone. Toma de Usb-c. Wall Plug - Transformador tipo C Artículo Precintado. Nuevo a estrenar en su caja. Ideal para, iPad, iPhone o AirPods X XR XS 11 12 iPhone 13 Pro Max etc Precio no negociable : Totalmente Original Oficial;12 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/enchufe-pared-20w-usb-c-carga-rapida-848428741
676;ENTARUGADORA TOJINADORA MECHONADORA AUTOMATICA;indurban l.;MARCA Y MODELO GANNOMAT SELEKTA 252 CARACTERISTICAS ENCOLA Y MECHONA AUTOMATICO TARUGOS DIAM 6,8,10,12 Y LARGOS 20-50MM 45 CICLOS/MIN;3.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/entarugadora-tojinadora-mechonadora-automatica-848266075
677;Equipo de ordeñadora;antonio;Bombay Calderon ordeño. falta motor electrico;125 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/equipo-de-ordenadora-848414807
678;Escalera de caracol;antonio;Estructura de hierro;300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/escalera-de-caracol-848411609
679;Escuadradora y cepilladora (Mallorca);La B.;Griggio SC 3200. venta por jubilación.;2.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/escuadradora-y-cepilladora-mallorca-848273406
680;ESCUTER;othmanoulad;ESCUTER 2 mano a buen precio;20 EUR;"
										
											
											 Melilla";"
											12-nov-2022
										";0;#custom;https://es.wallapop.com/item/escuter-848440254
681;Espaciadores Potencia Aluminio Colores;Marco S.;Espaciadores potencia en perfecto estado sin estrenar , son universales y valen para casi todas potencias color verde , azul y blanco ACEPTO CAMBIOS Y ESCUCHO OFERTAS, NO HAGO ENVIOS;3 EUR;"
										
											
											 Almería";"
											12-nov-2022
										";0;#accesoriosbicicasa;https://es.wallapop.com/item/espaciadores-potencia-aluminio-colores-848421633
682;ESPIGADORA ESCOPLEADORA CADENA;indurban l.;MARCA Y MODELO FRAMAR MC 50 CARACTERISTICAS ROTACION CABEZAL 45º, POT 3 HP, CARRERA LONGITUDINAL 260 MM, CARRERA TRANSVERSAL 150 MM, CARRERA VERTICAL 180 MM, ALTURA MAX PUERTA A MECANIZAR 1 METRO;1.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/espigadora-escopleadora-cadena-848266763
683;Esquejes plantas californianas;Marcos F.;Vendoesquejes californianos entrego en mano en fuengirola,o envio previo pago a domicilio,atiendo por privado dudas y especifico geneticas;3 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/esquejes-plantas-californianas-848415385
684;Esta semi nueva;Santa S.;Cambio por algo que me interese como motos;250 EUR;"
										
											
											 Peñafiel";"
											12-nov-2022
										";0;#motociclismo;https://es.wallapop.com/item/esta-semi-nueva-848391038
685;Estanteria KALLAX Gris efecto madera IKEA;Lucia B.;Se vende estantería KALLAX de Ikea en perfecto estado.;50 EUR;"
										
											
											 Madrid";"
											12-nov-2022
										";0;#ikea;https://es.wallapop.com/item/estanteria-kallax-gris-efecto-madera-ikea-848439799
686;Estoy en la búsqueda de empleo;Jose L.;Hola mi nombre es José. Soy salvadoreño. Resido en la San José de Zaragoza. Estoy en la búsqueda activa de empleo. Tengo experiencia en ventas, cuidado de personas mayores, Peon, Limpieza etc.;1 EUR;"
										
											
											 Zaragoza";"
											12-nov-2022
										";0;#buscoempleo;https://es.wallapop.com/item/estoy-en-la-busqueda-de-empleo-848313887
687;Estrenar nuevo;Llamadas solo;Estrenar;99 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848436985
688;Estrenar nuevo;Llamadas solo;Estrenar;155 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848437124
689;Estrenar nuevo;Llamadas solo;Estrenar;175 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848437211
690;Estrenar nuevo;Llamadas solo;Estrenar;75 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848437315
691;Estrenar nuevo;Llamadas solo;Estrenar;255 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848437412
692;Estrenar nuevo;Llamadas solo;Estrenar;218 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/estrenar-nuevo-848437519
693;Estudiante busca empleo;Darius B.;Busco empleo, soy estudiante extranjero (Uruguayo), sin papeles de trabajo pero con disponibilidad de trabajar en cualquier rubro. Total disponibilidad de días y horarios. Experiencia como mozo de almacén, supermercados, cadete, y otros) Wpp: 613802409;750 EUR;"
										
											
											 Valencia";"
											12-nov-2022
										";0;#buscoempleo;https://es.wallapop.com/item/estudiante-busca-empleo-848439444
694;Excelente piso en Torrent Metro Avinguda!;bs h.;"Excelente vivienda situada en plena Avinguda al Vedat justo en frente de la estación de Metro; inmejorable ubicación y comunicación tanto a Valencia como al centro de la ciudad; rodeada de todos los servicios y transporte público en la puerta de casa (metro, bus y parada taxi). La vivienda está muy bien distribuida; son 119 metros construidos con un amplio y luminoso salón con salida al balcón en el que podrás disfrutar de sus bonitas y verdes vistas a la Avenida, 3 habitaciones dobles con armarios empotrados, 2 baños completos, uno de ellos suite, amplia cocina con galería y aire acondicionado por conductos.
La vivienda incluye 1 pza garaje";179.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/excelente-piso-en-torrent-metro-avinguda-848278074
695;FARO DELANTERO DERECHO PARA VW GOLF IV (97-03) , H7+H1 - 5B1CEE;ISRA;AL012200 - FARO DELANTERO DERECHO PARA VW GOLF IV (97-03) . Con sistema de regulación manual y eléctrica. Preparado para sistema de regulación eléctrico. Tipo Bombilla: H7+H1. Homologado con el código de homologación e-mark (certificado europeo) grabado en el cristal. Dos años de garantía 100%. BA3A40;65 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/faro-delantero-derecho-para-vw-golf-iv-97-03-h7-h1-5b1cee-848354871
696;FARO DELANTERO IZQUIERDO AUDI A6 (99-01). H1+H7. - 10B6CA;ISRA;AL009157 - FARO DELANTERO IZQUIERDO AUDI A6 (99-01). Preparado para sistema de regulación eléctrico. Tipo Bombilla: H1+H7. Calidad: DEPO/TYC. Homologado con el código de homologación e-mark (certificado europeo) grabado en el cristal. Dos años de garantía 100%. D8C82E;89 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/faro-delantero-izquierdo-audi-a6-99-01-h1-h7-10b6ca-848355167
697;FARO DELANTERO IZQUIERDO PARA VW GOLF IV (97-03). H7 + H1 + H3. - A2135A;ISRA;AL012205 - FARO DELANTERO IZQUIERDO PARA VW GOLF IV (97-03). H7 + H1 + H3. Con sistema de regulación manual y eléctrica. Preparado para sistema de regulación eléctrico. Tipo Bombilla: H7+H1+H3. Homologado con el código de homologación e-mark (certificado europeo) grabado en el cristal. Dos años de garantía 100%. C88845;85 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/faro-delantero-izquierdo-para-vw-golf-iv-97-03-h7---h1---h3-a2135a-848354877
698;FARO DERECHO FORD FOCUS III (08-10). Negro. - 66766D;ISRA;AL010012 - FARO DERECHO FORD FOCUS III (08-10). Negro. Preparado para sistema de regulación eléctrico. Fondo Negro. Tipo Bombilla: H1+H7. Calidad: DEPO/TYC. Homologado con el código de homologación e-mark (certificado europeo) grabado en el cristal. Dos años de garantía 100%. 3C168F;99 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/faro-derecho-ford-focus-iii-08-10-negro-66766d-848354857
699;FARO IZQUIERDO FORD FOCUS III (08-10). Negro. - DAEB4E;ISRA;AL010013 - FARO IZQUIERDO FORD FOCUS III (08-10). Negro. Preparado para sistema de regulación eléctrico. Fondo Negro. Tipo Bombilla: H1+H7. Calidad: DEPO/TYC. Homologado con el código de homologación e-mark (certificado europeo) grabado en el cristal. Dos años de garantía 100%. 286B08;99 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/faro-izquierdo-ford-focus-iii-08-10-negro-daeb4e-848354862
700;Sudadera Arena;Sil V.;Rosa-coral ;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/felpa-arena-848439322
701;Sudadera Lazio ;Gcd D.;Sudadera vintage Lazio ;65 EUR;"
										
											
											 Roma";"
											12-nov-2022
										";0;#felpa;https://es.wallapop.com/item/felpa-lazio-848432714
702;Sudadera de niño con capucha;Alice R.;Usada muy poco, sudadera de moda para niños, con capucha (sin cordón), estampado y aplicación de lentejuelas escritas que se cambian al pasar la mano. color verde claro. talla 14+ años h170;6 EUR;"
										
											Leca
										
									";"
											12-nov-2022
										";0;#felpa;https://es.wallapop.com/item/felpa-ragazzo-con-cappuccio-848354698
703;Ferrari 360 2005;Dani;Ferrari 360 Coupe en Punta Umbría;161.646.646 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ferrari-360-2005-848353933
704;Ferrari california cerámicos discos frenos tacos (;Jose;- Eu Vendo ferrari california cerámicos discos frenos tacos (#) EMPRESA - Vendedor de peças de reposição para carros e caminhões - direto da Polônia, Alemanha, Dinamarca e Inglaterra - barato - rápido - garantia - seguro - Temos peças originais em perfeito estado, elas têm uma garantia de 12 meses escrita na fatura, EU EMISMO FATURAS . (***QUER UM BOM PREÇO, ENTRE EM CONTATO COMIGO ***). EXPERIÊNCIA DE MERCADO E MAIOR CARTA DE PEÇAS DE AUTOMÓVEL DE TODAS AS MARCAS E MODELOS DE AUTOMÓVEIS, NEGÓCIOS SÃO SIMPLES NEGÓCIO - Vendemos desde 2009 Falo Espanhol e Português - GACIAS.;1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ferrari-california-ceramicos-discos-frenos-tacos-848417418
705;Matraz;LORENA D.;Petaca vintage y par de gafas, producción de Lautergold, Alemania, todavía en su embalaje original (publicado solo para la foto), aunque solo sea para ser exhibida;10 EUR;"
										
											Mestre
										
									";"
											12-nov-2022
										";0;#Lautergold;https://es.wallapop.com/item/fiaschetta-848434657
706;Fiat 500 1.2 2017 51,000KM;Ágil A.;"GARANTÍA DE 12 MESES INCLUIDO. (AMPLIABLE HASTA 24 MESES).

CAMBIO DE NOMBRE INCLUIDO.

POSIBILIDAD DE FINANCIACIÓN TOTAL.

ACEPTAMOS SU COCHE COMO PARTE DE PAGO.

ITV EN VIGOR.

EQUIPAMIENTO DESTACADO:
A/C CLIMATIZADOR, VOLANTE MULTIFUNCIONAL, ORDENADOR DE ABORDO, LUCES AUTOMATICAS, CIERRE CENTRALIZADO, ELEVALUNAS ELÉCTRICOS.

ESTAMOS EN C/ DEL POLIESPORTIU N10, MASSANASA 46470, VALENCIA.

ATENCIÓN DE 09:00-14:00 y 15:00-18:00 DE LUNES A VIERNES. Fiat 500 Coupe en Massanassa";"Precio al contado9.690 EURPrecio financiado
												
											9.690 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-1-2-2017-51-000km-847942356
707;Fiat 500 1.2 2017 51,000KM;set();"GARANTÍA DE 12 MESES INCLUIDO. (AMPLIABLE HASTA 24 MESES).

CAMBIO DE NOMBRE INCLUIDO.

POSIBILIDAD DE FINANCIACIÓN TOTAL.

ACEPTAMOS SU COCHE COMO PARTE DE PAGO.

ITV EN VIGOR.

EQUIPAMIENTO DESTACADO:
A/C CLIMATIZADOR, VOLANTE MULTIFUNCIONAL, ORDENADOR DE ABORDO, LUCES AUTOMATICAS, CIERRE CENTRALIZADO, ELEVALUNAS ELÉCTRICOS.

ESTAMOS EN C/ DEL POLIESPORTIU N10, MASSANASA 46470, VALENCIA.

ATENCIÓN DE 09:00-14:00 y 15:00-18:00 DE LUNES A VIERNES. Fiat 500 Coupe en Massanassa";"Precio al contado9.690 EURPrecio financiado
												
											9.690 EUR";Ninguno;Ninguno;0;Ninguno;Ninguna
708;Fiat 500 1.2 LOUNGE MTA automatico;Autos Eic LUGO Tlf  649988015 L.;En nuestras instalaciones en una semana!! ---FINANCIAMOS 100% SIN ENTRADA SOLO CON NOMINA, DNI Y NUMERO DE CUENTA--- ¿NO PUEDE VENIR A RECOGERLO? No se preocupe, tenemos un servicio de transporte totalmente gratuito que se lo entregará EN SU DOMICILIO, en 48 hrs. - Su coche como parte de pago. - 12 meses de garantía de la propia marca AUTOS E.I.C LUGO - Se entrega con depósito de combustible lleno y cambio de nombre incluido - Kilómetros garantizados y certificados en factura - Revisión completa del vehículo de 74 puntos - Cambio de aceite y filtros incluido - se acepta prueba mecánica Para mas información llame al tlf 649988015. Fiat 500 Coupe en Muxa;"Precio al contado10.999 EURPrecio financiado
												
											10.999 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-1-2-lounge-mta-automatico-847799308
709;Fiat 500 1980;Angel I.;Fiat 500 Coupe en Burgos;9.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-1980-846271141
710;Fiat 500 1980;Angel I.;Se venden vehículos italianos matriculados en España. Fiat 500 Coupe en Burgos;9.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-1980-846279983
711;Fiat 500 2009;Tallers Comnou S.L ..;Fiat 500 diesel muy buen estado,techo panorámico, sensor parking trasero, dirección asistida, llantas de aluminio. Fiat 500 Coupe en Vilassar de Mar;5.800 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2009-846722088
712;Fiat 500 2012;Paco C.;"VENDO FIAT 500 COUPE EN PERFECTO ESTADO. VEHICULO NACIONAL. SE ENTREGA CON DISTRIBUCIÓN Y MANTENIMIENTOS RECIEN PASADOS. SENSORES DE APARCAMIENTO. CLIMATIZADOR. MANOS LIBRES. CAPOTA DE LONA EN PERFECTO ESTADO.

!!!!! MEJOR VER Y PROBAR!!!!!!. Fiat 500 en Cartagena";8.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2012-846130644
713;Fiat 500 2014;AUTOS V.;"PARA LAS CONDICIONES DE FINANCIACIÓN Y GARANTÍA CONTACTE CON NOSOTROS.

Vehículo en buen estado general. Puede pasar a verlo y probarlo por nuestras instalaciones en Avenida Quitapesares, 70. 28670 Villaviciosa de Odón. Nuestro horario es de 9: 30 a 14: 00 y de 16: 30 a 19:30. Sábados de 10: 30 a 13: 00. El precio incluye IVA y transferencia.

Los datos del anuncio pueden contener algún error y por tanto no tienen carácter vinculante. Fiat 500 Coupe en Villaviciosa de Odón";"Precio al contado9.500 EURPrecio financiado
												
											9.500 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2014-847881513
714;Fiat 500 2018;Noacar Motor  P.;"Impecable estado,mantenimientos al dia.
Muy equipado con techo corredizo descapotable con varias posiciones , Radio mp3 toma usb, bluetooth con pantalla tactil , aire 
 acondicionado,abs,esp,radio mp3 con toma aux y usb con mandos en volante,direccion asistida,7 airbags,ordenador multifuncion,direccion CITY,antiniebla,paquete cromados,bluetooth con control por voz,control y limitador de velocidad,asientos reg en altura, elevalunas y espejos electricos etc.. Garantia de 1 año y transferencia incluido. Recogemos tu vehiculo como parte de pago, llamar para ver disponiblidad y concertar cita, preguntar por PACO. Fiat 500 Coupe en Casas Novas";"Precio al contado14.800 EURPrecio financiado
												
											12.300 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2018-845804974
715;Fiat 500 2018;Laura V.;Fiat importado desde Holanda, única dueña, todas las revisiones en casa Fiat, full equipado con todos los extra que puede tener este modelo, muy bien cuidado, lo vendo porque me voy de europa. Lo muestro en madrid y toledo. Fiat 500 Coupe en Toledo;15.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2018-846087323
716;Fiat Abarth 595 2018 2018;Antonio j B.;En venta Fiat 595 abarth, motor 1.4 16 v año 2018. Esta prácticamente de reestrenó. Fiat Abarth 595 2018  Coupe en Sevilla;16.499 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2018-846620765
717;Fiat 500 2019;MalagaWagen;MÁLAGA WAGEN Avda. Velázquez, 62 Concesionario oficial Volkswagen en Málaga. Fiat 500 Coupe en Málaga;"Precio al contado13.900 EURPrecio financiado
												
											12.900 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2019-848255545
718;Fiat 500 2020;Angel A.;Muy cuidado y siempre en cochera cambio de coche por compra uno más grande. Fiat 500 Coupe en Tarazona;12.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2020-846394300
719;Fiat 500 2021;STELLANTIS AND YOU R.;"Persona de contacto DAVID MONTERO
CONCESIONARIO FILIAL DEL GRUPO STELLANTIS (PEUGEOT, CITROËN, OPEL, DS, SPOTICAR MULTIMARCA) con más de 1000 coches en stock.
SOLO ESTE MES: TRATAMIENTO ESPECIAL PROTECTOR DE CARROCERÍA WAXOYL DE REGALO FINANCIANDO TU COMPRA 
TASACION MINIMA DE 500,00 € PVP FINANCIADO INCLUYE DESCUENTO POR ENTREGA DE VEHICULO (*) CON UN VALOR MINIMO DE 500 € GARANTIZADO MAS DESCUENTO POR FINANCIACION (**)
 > VEHICULOS REVISADOS Y CONTROLADOS, NUESTROS VEHICULOS SON REVISADOS RIGUROSAMENTE 
> SIN GASTOS DE MANTENIMIENTO DURANTE 1 AÑO O 15.000 KM. 
> GARANTIA DE HASTA 3 AÑOS 
> ENTREGA EN SU DOMICILIO. Fiat 500 Coupe en Madrid";"Precio al contado15.400 EURPrecio financiado
												
											13.400 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2021-846593501
720;FIAT 500 2022 1.0 HYBRID DOLCEVITA;Cris L.;De color blanco. En perfectas condiciones. Se ha usado muy poco. Tapicería cuero blanco, precioso. Techo solar, que da gran amplitud por dentro. Tiene garantía hasta abril de 2024. Una gran oportunidad. Fiat 500 Coupe en Madrid;16.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2022-1-0-hybrid-dolcevita-846616084
721;Fiat 500 2022;Alberto Y.;"Financiación disponible hasta el 100%
IVA deducible
Garantía oficial de la marca 36 meses. 

TE LLEVAMOS EL VEHÍCULO A LA PUERTA DE SU CASA 
(coste adicional). Fiat 500 Coupe en Maó";"Precio al contado15.200 EURPrecio financiado
												
											14.500 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2022-846825854
722;Fiat 500 2022 HYBRID DOLCEVITA;Francisco G.;"PONEMOS A LA VENTA ESTA UNIDAD. SOMOS CASA OFICIAL FIAT

FIAT 500 HYBRID DOLCEVITA NUEVO A ESTRENAR. MATRICULADO PERO SIN RODAJE. AUTENTICO KM-0. ENTREGA INMEDIATA

PRECIO 16.899€ (SUJETO A FINANCIACIÓN)  

MAS INFO ... 674 93 73 50 O POR CHAT. Fiat 500 Coupe en El Puerto de Santa María";"Precio al contado16.899 EURPrecio financiado
												
											16.899 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-2022-hybrid-dolcevita-847573987
723;Fiat 500;Martín L.;El coche se entrega con 1 año de garantía,ITV hasta febrero de 2023. Fiat 500 Coupe en Torrevieja;8.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-846996674
724;Fiat 500 Dolcevita 1.0 Hybrid 70cv;GRUPO SAUGAR ..;"NUEVO a matricular. En stock.
Precio condicionado a financiación del 100 %.
Matriculación y preentrega: + 580 euros.
Garantía de las baterías: 8 años.
Opcionales Incluidos: Climatizador automático, Pack Confort Plus (Sensor de lluvia, Encendido automático de luces, Sensor aparcamiento trasero, Faros antiniebla), Asientos traseros 50/50. Fiat 500 Coupe en Sotillo de la Adrada";"Precio al contado19.490 EURPrecio financiado
												
											16.990 EUR";Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/fiat-500-dolcevita-1-0-hybrid-70cv-847246718
725;Fiat 500 Dolcevita 1.0 Hybrid 70cv;set();"NUEVO a matricular. En stock.
Precio condicionado a financiación del 100 %.
Matriculación y preentrega: + 580 euros.
Garantía de las baterías: 8 años.
Opcionales Incluidos: Climatizador automático, Pack Confort Plus (Sensor de lluvia, Encendido automático de luces, Sensor aparcamiento trasero, Faros antiniebla), Asientos traseros 50/50. Fiat 500 Coupe en Sotillo de la Adrada";"Precio al contado19.490 EURPrecio financiado
												
											16.990 EUR";Ninguno;Ninguno;0;Ninguno;Ninguna
